,station,date_only,hour,pollutant,error_type
34837,windsorbridge,2014/10/25,03,CO,negative
34838,windsorbridge,2014/10/25,05,CO,negative
34968,windsorbridge,2014/10/25,15,CO,negative
35024,windsorbridge,2014/10/25,23,CO,negative
35031,windsorbridge,2014/10/25,21,CO,negative
35035,windsorbridge,2014/10/26,00,CO,negative
35036,windsorbridge,2014/10/26,01,CO,negative
35082,windsorbridge,2014/10/26,02,CO,negative
35083,windsorbridge,2014/10/26,03,CO,negative
35084,windsorbridge,2014/10/26,04,CO,negative
35101,windsorbridge,2014/10/26,05,CO,negative
35156,windsorbridge,2014/10/26,06,CO,negative
35157,windsorbridge,2014/10/26,07,CO,negative
35284,windsorbridge,2014/10/26,20,CO,negative
35286,windsorbridge,2014/10/26,21,CO,negative
35834,windsorbridge,2014/10/30,04,CO,negative
36075,windsorbridge,2014/10/31,02,CO,negative
36098,windsorbridge,2014/10/31,04,CO,negative
36118,windsorbridge,2014/11/02,01,CO,negative
36350,windsorbridge,2014/11/01,00,CO,negative
36351,windsorbridge,2014/11/01,01,CO,negative
36369,windsorbridge,2014/11/01,02,CO,negative
36370,windsorbridge,2014/11/01,05,CO,negative
36373,windsorbridge,2014/11/01,03,CO,negative
36391,windsorbridge,2014/11/01,04,CO,negative
36479,windsorbridge,2014/11/01,13,CO,negative
36480,windsorbridge,2014/11/01,14,CO,negative
36490,windsorbridge,2014/11/02,00,CO,negative
36514,windsorbridge,2014/11/01,20,CO,negative
36523,windsorbridge,2014/11/01,21,CO,negative
36537,windsorbridge,2014/11/01,19,CO,negative
36572,windsorbridge,2014/11/01,22,CO,negative
36573,windsorbridge,2014/11/01,23,CO,negative
36615,windsorbridge,2014/11/02,02,CO,negative
36617,windsorbridge,2014/11/02,03,CO,negative
36631,windsorbridge,2014/11/02,09,CO,negative
36632,windsorbridge,2014/11/02,04,CO,negative
36644,windsorbridge,2014/11/02,05,CO,negative
36653,windsorbridge,2014/11/02,06,CO,negative
36654,windsorbridge,2014/11/02,07,CO,negative
36655,windsorbridge,2014/11/02,08,CO,negative
36776,windsorbridge,2014/11/02,20,CO,negative
36816,windsorbridge,2014/11/02,22,CO,negative
36817,windsorbridge,2014/11/02,23,CO,negative
36831,windsorbridge,2014/11/03,00,CO,negative
36852,windsorbridge,2014/11/03,01,CO,negative
36857,windsorbridge,2014/11/03,02,CO,negative
36902,windsorbridge,2014/11/03,03,CO,negative
36903,windsorbridge,2014/11/03,04,CO,negative
36947,windsorbridge,2014/11/03,05,CO,negative
37513,windsorbridge,2014/11/05,11,CO,negative
37514,windsorbridge,2014/11/05,12,CO,negative
37803,windsorbridge,2014/11/06,15,CO,negative
37824,windsorbridge,2014/11/06,19,CO,negative
37836,windsorbridge,2014/11/06,20,CO,negative
37837,windsorbridge,2014/11/06,22,CO,negative
37838,windsorbridge,2014/11/06,23,CO,negative
37851,windsorbridge,2014/11/06,21,CO,negative
37878,windsorbridge,2014/11/07,01,CO,negative
37879,windsorbridge,2014/11/07,00,CO,negative
37880,windsorbridge,2014/11/07,02,CO,negative
37881,windsorbridge,2014/11/07,04,CO,negative
37903,windsorbridge,2014/11/07,03,CO,negative
37910,windsorbridge,2014/11/07,06,CO,negative
37965,windsorbridge,2014/11/07,05,CO,negative
38082,windsorbridge,2014/11/08,00,CO,negative
38133,windsorbridge,2014/11/08,01,CO,negative
38134,windsorbridge,2014/11/08,02,CO,negative
38190,windsorbridge,2014/11/08,06,CO,negative
38191,windsorbridge,2014/11/08,07,CO,negative
38201,windsorbridge,2014/11/08,03,CO,negative
38592,windsorbridge,2014/11/10,03,CO,negative
38690,windsorbridge,2014/11/10,04,CO,negative
38700,windsorbridge,2014/11/11,22,CO,negative
38775,windsorbridge,2014/11/10,19,CO,negative
38841,windsorbridge,2014/11/11,01,CO,negative
38842,windsorbridge,2014/11/11,02,CO,negative
38843,windsorbridge,2014/11/11,04,CO,negative
38844,windsorbridge,2014/11/11,06,CO,negative
38849,windsorbridge,2014/11/10,20,CO,negative
38851,windsorbridge,2014/11/10,21,CO,negative
38865,windsorbridge,2014/11/10,22,CO,negative
38866,windsorbridge,2014/11/10,23,CO,negative
38867,windsorbridge,2014/11/11,00,CO,negative
38909,windsorbridge,2014/11/11,03,CO,negative
38910,windsorbridge,2014/11/11,05,CO,negative
39074,windsorbridge,2014/11/11,23,CO,negative
39075,windsorbridge,2014/11/12,00,CO,negative
39076,windsorbridge,2014/11/12,01,CO,negative
39077,windsorbridge,2014/11/12,02,CO,negative
39110,windsorbridge,2014/11/12,03,CO,negative
39144,windsorbridge,2014/11/12,04,CO,negative
39160,windsorbridge,2014/11/12,06,CO,negative
39171,windsorbridge,2014/11/13,10,CO,negative
39307,windsorbridge,2014/11/13,00,CO,negative
39352,windsorbridge,2014/11/13,04,CO,negative
39379,windsorbridge,2014/11/13,01,CO,negative
39380,windsorbridge,2014/11/13,02,CO,negative
39381,windsorbridge,2014/11/13,05,CO,negative
39385,windsorbridge,2014/11/13,03,CO,negative
39388,windsorbridge,2014/11/13,06,CO,negative
39414,windsorbridge,2014/11/13,11,CO,negative
39513,windsorbridge,2014/11/13,23,CO,negative
39546,windsorbridge,2014/11/14,00,CO,negative
39547,windsorbridge,2014/11/14,01,CO,negative
39548,windsorbridge,2014/11/13,22,CO,negative
39575,windsorbridge,2014/11/14,04,CO,negative
39589,windsorbridge,2014/11/14,02,CO,negative
39590,windsorbridge,2014/11/14,03,CO,negative
39615,windsorbridge,2014/11/14,05,CO,negative
39920,windsorbridge,2014/11/16,20,CO,negative
40241,windsorbridge,2014/11/16,21,CO,negative
40242,windsorbridge,2014/11/16,22,CO,negative
40401,windsorbridge,2014/11/18,04,CO,negative
40551,windsorbridge,2014/11/18,03,CO,negative
41517,windsorbridge,2014/11/22,05,CO,negative
41718,windsorbridge,2014/11/23,06,CO,negative
54632,windsorbridge,2015/01/18,03,CO,negative
54633,windsorbridge,2015/01/18,04,CO,negative
54634,windsorbridge,2015/01/18,05,CO,negative
54635,windsorbridge,2015/01/18,06,CO,negative
54669,windsorbridge,2015/01/18,12,CO,negative
54671,windsorbridge,2015/01/18,14,CO,negative
54672,windsorbridge,2015/01/18,15,CO,negative
54811,windsorbridge,2015/01/18,20,CO,negative
54812,windsorbridge,2015/01/18,21,CO,negative
54824,windsorbridge,2015/01/18,23,CO,negative
54825,windsorbridge,2015/01/19,00,CO,negative
54826,windsorbridge,2015/01/19,01,CO,negative
54827,windsorbridge,2015/01/19,02,CO,negative
54828,windsorbridge,2015/01/19,03,CO,negative
54829,windsorbridge,2015/01/19,04,CO,negative
54830,windsorbridge,2015/01/19,05,CO,negative
55162,windsorbridge,2015/01/21,05,CO,negative
55183,windsorbridge,2015/01/21,06,CO,negative
55207,windsorbridge,2015/01/20,23,CO,negative
55208,windsorbridge,2015/01/21,00,CO,negative
55231,windsorbridge,2015/01/21,01,CO,negative
55232,windsorbridge,2015/01/21,02,CO,negative
55233,windsorbridge,2015/01/21,03,CO,negative
55234,windsorbridge,2015/01/21,04,CO,negative
55885,windsorbridge,2015/01/24,00,CO,negative
55886,windsorbridge,2015/01/24,01,CO,negative
55975,windsorbridge,2015/01/24,02,CO,negative
55976,windsorbridge,2015/01/24,04,CO,negative
56395,windsorbridge,2015/01/26,02,CO,negative
56400,windsorbridge,2015/01/26,03,CO,negative
56401,windsorbridge,2015/01/26,06,CO,negative
56500,windsorbridge,2015/01/26,04,CO,negative
56501,windsorbridge,2015/01/26,05,CO,negative
56504,windsorbridge,2015/01/26,01,CO,negative
36373,windsorbridge,2014/11/01,03,PM10,negative
63494,windsorbridge,2015/03/13,06,PM10,negative
120503,windsorbridge,2015/12/13,05,PM10,negative
178224,windsorbridge,2016/10/05,16,PM10,negative
